text,class
"Suicides in national parks--United States, 2003-2009. In 2007, the year for which the most recent national data on fatalities are available, 34,598 suicides occurred in the United States (rate: 11.3 per 100,000 population); 79% were among males. In 2009, an estimated 374,486 visits to hospital emergency departments occurred for self-inflicted injury, of which approximately 262,000 (70%) could be attributed to suicidal behavior. The majority (58%) were among females. Most suicides (77%) occur in the home, but many occur in public places, including national parks. In addition to the loss of life, suicides consume park resources and staff time and can traumatize witnesses. To describe the characteristics of and trends in suicides in national parks, CDC and the National Park Service (NPS) analyzed reports of suicide events (suicides and attempted suicides) occurring in the parks during 2003-2009. During this 7-year span, 84 national parks reported 286 suicide events, an average of 41 events per year. Of the 286 events, 68% were fatal. The two most commonly used methods were firearms and falls. Consistent with national patterns, 83% of suicides were among males. A comprehensive, multicomponent approach is recommended to prevent suicide events, including enhanced training for park employees, site-specific barriers, and collaboration with communities.",nocancer
"Seasonal influenza and 2009 H1N1 influenza vaccination coverage among pregnant women--10 states, 2009-10 influenza season. Because pregnant women are at increased risk for severe disease associated with influenza infection, the American College of Obstetricians and Gynecologists and the Advisory Committee on Immunization Practices have recommended seasonal influenza vaccination for women while pregnant, regardless of trimester. In 2009, a novel strain of influenza A (H1N1) virus was identified, and pregnant women also were found to be at greater risk for influenza-related complications from this new virus. As a result, during the 2009--10 influenza season, two separate influenza vaccines were recommended to pregnant women: inactivated trivalent 2009--10 seasonal vaccine and influenza A (H1N1) 2009 monovalent vaccine. To estimate influenza vaccination coverage among pregnant women during the 2009--10 influenza season, CDC analyzed data from 10 states from the Pregnancy Risk Assessment Monitoring System (PRAMS). This report summarizes the results of that analysis, which determined that vaccination coverage for pregnant women among the 10 states combined was 50.7% for seasonal influenza and 46.6% for 2009 H1N1. In addition, women to whom vaccination was offered or recommended by their health-care provider were significantly more likely to report being vaccinated against seasonal influenza (relative risk [RR] = 3.3) and 2009 H1N1 (RR = 10.1). These results indicate substantially higher influenza vaccination coverage among pregnant women than has been reported for previous influenza seasons and support previous findings that receipt of influenza vaccination can be influenced greatly by health-care providers offering or recommending influenza vaccination.",nocancer
"Inhibition of RIP2's tyrosine kinase activity limits NOD2-driven cytokine responses. Upon intracellular bacterial exposure, the Crohn's disease and sarcoidosis susceptibility protein NOD2 (nucleotide oligomerization domain protein 2) binds to the protein kinase RIP2 (receptor-interacting protein 2) to coordinate NF-kappaB (nuclear factor kappa B)-mediated cytokine responses. While RIP2 clearly has kinase activity, the function of its kinase domain has been enigmatic. Although originally classified as a serine-threonine kinase based on homology scans, we find that RIP2 also has tyrosine kinase activity. RIP2 undergoes autophosphorylation on Tyr 474 (Y474). This phosphorylation event is necessary for effective NOD2 signaling and does not occur in the presence of the most common Crohn's disease-associated NOD2 allele. Given this tyrosine kinase activity, a small-molecule inhibitor screen designed to identify pharmacologic agents that inhibit RIP2's tyrosine kinase activity was performed. At nanomolar concentrations, the EGFR (epidermal growth factor receptor) tyrosine kinase inhibitors gefitinib (Iressa) and erlotinib (Tarceva) were found to inhibit both RIP2 tyrosine phosphorylation and MDP (muramyl dipeptide)-induced cytokine release in a variety of NOD2 hyperactivation states. This effect is specific for RIP2 and does not depend on EGFR. The finding that RIP2 has tyrosine kinase activity and the finding that gefitinib and erlotinib, two agents already used clinically for cancer chemotherapy, can inhibit this activity suggest that RIP2's tyrosine kinase activity could be targeted specifically in the treatment of inflammatory diseases.",nocancer
"Phosphorylation of the NFAR proteins by the dsRNA-dependent protein kinase PKR constitutes a novel mechanism of translational regulation and cellular defense. Here, we describe a new mechanism of host defense that involves the nuclear factors associated with dsRNA (NFAR1 [90 kDa] and NFAR2 [110 kDa]), which constitute part of the shuttling ribonuclear protein (RNP) complex. Activation of the dsRNA-activated protein kinase PKR by viral RNA enabled phosphorylation of NFAR1 and NFAR2 on Thr 188 and Thr 315, an event found to be evolutionarily conserved in Xenopus. Phosphorylated NFAR1 and NFAR2 became dissociated from nuclear factor 45 (NF45), which was requisite for NFAR reshuttling, causing the NFARs to be retained on ribosomes, associate with viral transcripts, and impede viral replication. Cre-loxP animals with depletion of the NFARs in the thymus were exquisitely sensitive to the cytoplasmic replicating virus VSV (vesicular stomatitis virus). Thus, the NFARs constitute a novel, conserved mechanism of host defense used by the cell to detect and impede aberrant translation events.",nocancer
"Constitutive mTORC1 activation by a herpesvirus Akt surrogate stimulates mRNA translation and viral replication. All viruses require cellular ribosomes to translate their mRNAs. Viruses producing methyl-7 (m(7)) GTP-capped mRNAs, like Herpes Simplex Virus-1 (HSV-1), stimulate cap-dependent translation by activating mTORC1 to inhibit the translational repressor 4E-binding protein 1 (4E-BP1). Here, we establish that the HSV-1 kinase Us3 masquerades as Akt to activate mTORC1. Remarkably, Us3 displays no sequence homology with the cellular kinase Akt, yet directly phosphorylates tuberous sclerosis complex 2 (TSC2) on the same sites as Akt. TSC2 depletion rescued Us3-deficient virus replication, establishing that Us3 enhances replication by phosphorylating TSC2 to constitutively activate mTORC1, effectively bypassing S6K-mediated feedback inhibition. Moreover, Us3 stimulated Akt substrate phosphorylation in infected cells, including FOXO1 and GSK3. Thus, HSV-1 encodes an Akt surrogate with overlapping substrate specificity to activate mTORC1, stimulating translation and virus replication. This establishes Us3 as a unique viral kinase with promising drug development potential.",nocancer
"Alternative cell death mechanisms in development and beyond. A canonical regulatory pathway involving the members of the Bcl-2 and caspase families has been established to regulate developmental apoptosis in nematodes and flies. However, mutant mice that have major deficiencies in this apoptosis pathway show only relatively minor developmental defects. Recent revelations indicate that multiple mechanisms are involved in regulating cell death during mammalian development, tissue homeostasis, and pathological cell loss. Here, we critically evaluate the evidence demonstrating the existence of alternative cell death mechanisms, including apoptosis of lower organisms in the absence of canonical apoptosis mediators, autophagic cell death, necroptosis, elimination by shedding, keratinocyte death by cornification, and cell-cell cannibalism by entosis. The physiological relevance of alternative cell death mechanisms as primary and backup mechanisms is discussed.",nocancer
"Deterioration without replenishment--the misery of oocyte cohesin. Humans suffer a steep increase in aneuploidies when oocytes age, and deterioration of cohesin was suggested recently as a prominent cause. In the November 15, 2010, issue of Genes & Development, Tachibana-Konwalski and colleagues (pp. 2505-2516) answered a question central to this hypothesis: Can cohesin be reloaded onto mouse oocyte chromosomes long after birth? They found that it cannot, or at least not with an efficiency adequate to rescue cohesin deficiency. With no chance for sufficient replenishment, age-related loss of sister chromatid cohesion seems unavoidable.",nocancer
"Herpes Simplex Virus is Akt-ing in translational control. All viruses depend on the cellular protein synthesis machinery for the production of viral proteins. Thus, viruses have evolved a variety of strategies to avoid innate host responses that inhibit protein synthesis. In this issue of Genes & Development, Chuluunbaatar and colleagues (pp. 2627-2639) demonstrate that Herpes Simplex Virus-1 counteracts this response through viral kinase Us3, which mimics cellular kinase Akt to phosphorylate and repress tuberous sclerosis complex 2 (TSC2), resulting in the activation of mammalian target of rapamycin complex 1 (mTORC1) and enhancement of mRNA translation.",nocancer
"Malaysian dental graduates' competence in holistic care: what do graduates and employers think? The purpose of this study was to explore the University of Malaya (UM) dental graduates' competence in holistic care in real settings from the employers' and graduates' perspectives. A self-administered questionnaire consisting of ten domains was sent to thirty senior dental officers of the Ministry of Health (MOH) and 164 UM graduates. In this article, nineteen major competencies that best represent the graduates' competence in the provision of holistic care are discussed. Each competency was rated on a scale of 1 (very poor) to 4 (very good) and was categorized as ""poor and of major concern"" (if less than 60 percent of respondents scored good or very good), ""satisfactory and of minor concern"" (60-69 percent), or ""excellent"" (70 percent and above). One hundred and six out of 164 graduates (64.6 percent) and twenty-nine out of thirty employers (96.7 percent) responded. Overall, the employers rated the graduates lower than what the graduates rated themselves on all items. While the graduates felt they were excellent and satisfactory in sixteen out of nineteen items (84.2 percent), the employers felt they were poor in fourteen out of nineteen (73.7 percent). Both groups agreed that the graduates were excellent in communication, but poor in life-saving skills, obtaining patient's family and psychosocial histories, and recognizing signs and symptoms (not intraoral) indicating the presence of a systemic disease. In conclusion, although the graduates felt competent in the majority of the holistic care competencies, the employers had some reservations over such claims. Outcomes of the study led to recommendations to incorporate longer community-based learning hours, an improved behavioral science component, a module for special care patients, and multidepartmental collaborative teachings in the new integrated program aimed for implementation in 2011.",nocancer
"Improving assessment in dental education through a paradigm of comprehensive care: a case report. The assessment of clinical competence in health disciplines is a critical issue. Universities have a responsibility to graduate students who can demonstrate fitness to practice because clinical competence relates directly to the quality of patients' care-the quality of their treatment, their health outcomes, and their experience. In respect of the last of these, this article argues that the nature of what we term ""clinical competence"" ought to recognize the patient before the medical/dental condition or clinical intervention and, in order to achieve this, dental education should adopt learning, teaching, and assessment strategies that develop integrated learning outcomes consistent with a paradigm of comprehensive care. The article describes the ways in which this paradigm has been operationalized in the learning, teaching, and assessment strategies at Griffith University in Australia. It places a particular focus upon the assessment methods used in the Bachelor of Oral Health program. In this way, the article aims to illustrate ways that the quality of the assessment of clinical competence can, and should, be improved. While this is a work in progress, this description may be useful for educators at other academic dental institutions who wish to adopt, adapt, and develop similar approaches.",nocancer
"Augmented kinematic feedback from haptic virtual reality for dental skill acquisition. We have developed a haptic virtual reality system for dental skill training. In this study we examined several kinds of kinematic information about the movement provided by the system supplement knowledge of results (KR) in dental skill acquisition. The kinematic variables examined involved force utilization (F) and mirror view (M). This created three experimental conditions that received augmented kinematic feedback (F, M, FM) and one control condition that did not (KR-only). Thirty-two dental students were randomly assigned to four groups. Their task was to perform access opening on the upper first molar with the haptic virtual reality system. An acquisition session consisted of two days of ten trials of practice in which augmented kinematic feedback was provided for the appropriate experimental conditions after each trial. One week after, a retention test consisting of two trials without augmented feedback was completed. The results showed that the augmented kinematic feedback groups had larger mean performance scores than the KR-only group in Day 1 of the acquisition and retention sessions (ANOVA, p<0.05). The apparent differences among feedback groups were not significant in Day 2 of the acquisition session (ANOVA, p>0.05). The trends in acquisition and retention sessions suggest that the augmented kinematic feedback can enhance the performance earlier in the skill acquisition and retention sessions.",nocancer
"Teaching dental students motivational interviewing techniques: analysis of a third-year class assignment. Motivational interviewing (MI) has been promoted in recent years as an effective method for engaging patients in positive health behaviors and increasing adherence to treatment regimens. The purpose of this study was to evaluate a brief training of MI techniques provided within the dental school curriculum. Third-year dental students received three hours of instruction on MI theory and techniques and then were assigned to use the method with a patient and report on their attempt in a paper. To determine if the brief training and paper assignment were effective methods for training students and assessing their understanding of MI methods, the papers were analyzed to assess aspects of the students' self-reported use of MI-related methods. Effective use of MI techniques was demonstrated by students who appropriately matched their intervention to the patient's stage of readiness to change, accurately recognized patient resistance, and responded to resistance. The paper assignment appeared to be an effective method to assess the students' use and understanding of MI-related techniques.",nocancer
"Reflective blogs in clinical education to promote critical thinking in dental hygiene students. One challenge facing dental hygiene, as well as dental, education is to identify clinical teaching strategies promoting critical thinking and clinical reasoning. These skills are crucial elements in the practice of dental hygiene. A two-group design (intervention, n=28, and control, n=30) assessed first-year dental hygiene students using pre-and post-Health Science Reasoning Test (HSRT) scores to evaluate the effect of reflective blogging on critical thinking skills. A reflective blog rubric, based on Mezirow's levels of reflection, determined if reflective blogging increased the level of reflection for dental hygiene students. The results suggest within this nonprobability sample that reflective blogging did not produce a significant change in students' HSRT scores (p>0.05). However, analyses of reflective blog rubric scores demonstrated statistically significant improvements (p<0.05) in students' levels of reflection. Furthermore, data analysis revealed a correlation (p<0.05) between HSRT subscale scores and the element of reflection scores for the intervention group. This study addressed needs of the dental and dental hygiene education community by examining the use of blogs, an emerging technology, as a tool for reflecting on clinical experiences and, in turn, for promoting critical thinking.",nocancer
"Faculty and student perceptions of the success of a hybrid-PBL dental curriculum in achieving curriculum reform benchmarks. The dental education literature identifies eleven benchmark reform agenda curriculum qualities. The purpose of this study was to determine the extent to which the University of British Columbia D.M.D. curriculum was perceived by students and faculty as achieving these benchmarks and to note any differences in perceptions within and between the student and faculty groups. A WebEval survey consisting of twenty-one questions was delivered online in November 2007 to faculty members and D.M.D. students. The response rate was similar (~60 percent) for both students and faculty members. Comparisons were made between faculty members and students as well as within each group. For the faculty, we looked at the influence of appointment, focus, and teaching experience. For students, we looked at the influence of the year in the program, gender, and program track. Some differences (p<0.05) were identified within the faculty and student groups; however, there were many more differences between the faculty and the students, especially in areas related to curriculum redesign, collaborations with other health professions, preparation for independent practice, and creating a trust-based clinic environment. Faculty members were more optimistic about curriculum progress than were students. Improved communication of curriculum goals and explicit efforts at creating a safe and supportive learning environment could diminish these differences over time.",nocancer
"Dental professionals' knowledge and perceived need for education in bioterrorism preparedness. Dental professionals should be well prepared to provide care during bioterrorist events. In this study, we assessed the knowledge, opinions about playing various roles during a bioterrorist event, and perceived need for education of dental professionals (dentists and dental hygienists) from one region (Oregon) that had been exposed to bioterrorism and from another region (New England) not exposed. This cross-sectional study used an eighteen-item pretested, self-administered questionnaire distributed at the 2005 Oregon Dental Conference (n=156) and 2005 Yankee Dental Conference (n=297). Dental professionals' knowledge and perceived need for education on bioterrorist preparedness were quantified by multivariate linear and logistic modeling. More than 90 percent of the dental professionals were willing to provide care during bioterrorist events. Perceived knowledge was high; however, actual knowledge was low. Dental professionals who wanted to attend a continuing education course and who thought dental professionals should play more roles during a bioterrorist attack had higher actual knowledge. Willingness to provide care was not supported by adequate knowledge. No significant differences between New England and Oregon dental professionals were observed in terms of actual knowledge or perceived need for bioterrorism education. Integrating training and education into the predoctoral dental and dental hygiene curricula and developing continuing education courses would improve knowledge and better prepare dental professionals to effectively perform American Dental Association-recommended roles during any future bioterrorism events.",nocancer
"Dental students research inventory: a questionnaire to assess research challenges and opportunities. The aim of this study was to develop and test a questionnaire to measure the research challenges and opportunities faced by dental students. The initial part of the study dealt with designing, developing, and pilot testing of the questionnaire (Dental Students Research Inventory, DSRI), and the later part consisted of field testing. The validity, internal consistency, and test-retest reliability of the DSRI were performed to provide a standardized measure and an interpretation scale. The results showed good reliability and repeatability of the questionnaire, with a greater reliability observed in postgraduate students as compared to undergraduates. In the survey of regional dental colleges in India, 25 percent of the postgraduate and 35 percent of the undergraduate students reported that there was an overall lack of opportunities in conducting research. The DSRI questionnaire can be a good measure for understanding the challenges and opportunities faced by dental students while conducting and reporting research.",nocancer
"Dental education and dentists' attitudes and behavior concerning patients with autism. The number of patients diagnosed with autism spectrum disorders (ASD) in the United States has increased significantly. The objectives of this study were to explore general and pediatric dentists' professional attitudes and behavior towards patients with ASD; these dentists' perceptions of their dental education about these issues; and the relationships among their educational experiences, attitudes, and behaviors concerning patients with ASD. Survey data were collected from 162 general dentists in Michigan and 212 pediatric dentists across the United States. The results showed that 89 percent of pediatric dentists and 32 percent of general dentists treat patients with ASD. The respondents disagreed with statements indicating that their predoctoral dental education had prepared them well to treat patients with ASD. However, the better they felt prepared, the more likely they were to provide care for these patients. The frequency with which pediatric dentists said they use appropriate behavior management strategies when treating patients with ASD correlated with the quality of their educational experiences. In conclusion, given the growing number of patients with ASD, it is important to revisit dental education efforts targeted towards preparing future dental care providers for the treatment of patients with ASD and special needs.",nocancer
"The Dental Values Scale: development and validation. The purpose of this study was to produce a valid scale for use in measuring the values of dental students and practitioners--the lack of which has impeded research on professionalism in dentistry. Following standard scale development procedures, we had focus groups of dental practitioners (N=23) develop a ninety-nine-item pool of value terms related to dentistry. Next, Canadian dentists (N=449) rated the relevance of each item through an online survey. They also rated the values in a generic values measure, Schwartz's Values Scale. Exploratory and confirmatory factor analyses identified twenty-five items representing five values: Altruism, Personal Satisfaction, Conscientiousness, Quality of Life, and Professional Status. These values correlate with related dimensions from Schwartz's measure; they also correspond to the values in the American Dental Education Association's statement on professionalism. We then administered the new Dental Values Scale to dental students (N=96) to determine the relationship between practitioner and student values. First-year students were higher in Conscientiousness, Altruism, and Personal Satisfaction than practitioners, but these values decreased over time to those held by the dentists. We discuss the implication of these results and the potential value of the new scale for dental education.",nocancer
"Prereferral rectal artesunate for treatment of severe childhood malaria: a cost-effectiveness analysis. BACKGROUND: Severely ill patients with malaria with vomiting, prostration, and altered consciousness cannot be treated orally and need injections. In rural areas, access to health facilities that provide parenteral antimalarial treatment is poor. Safe and effective treatment of most severe malaria cases is delayed or not achieved. Rectal artesunate interrupts disease progression by rapidly reducing parasite density, but should be followed by further antimalarial treatment. We estimated the cost-effectiveness of community-based prereferral artesunate treatment of children suspected to have severe malaria in areas with poor access to formal health care. METHODS: We assessed the cost-effectiveness (in international dollars) of the intervention from the provider perspective. We studied a cohort of 1000 newborn babies until 5 years of age. The analysis assessed how the cost-effectiveness results changed with low (25%), moderate (50%), high (75%), and full (100%) referral compliance and intervention uptake. FINDINGS: At low intervention uptake and referral compliance (25%), the intervention was estimated to avert 19 disability-adjusted life-years (DALYs; 95% CI 16-21) and to cost I$1173 (95% CI 1050-1297) per DALY averted. Under the full uptake and compliance scenario (100%), the intervention could avert 967 DALYs (884-1050) at a cost of I$77 (73-81) per DALY averted. INTERPRETATION: Prereferral artesunate treatment is a cost-effective, life-saving intervention, which can substantially improve the management of severe childhood malaria in rural African settings in which programmes for community health workers are in place. FUNDING: The Disease Control Priorities Project; Fogarty International Center; US National Institutes of Health; and the Peter Paul Career Development Professorship, Boston University.",nocancer
"Body-mass index and mortality among 1.46 million white adults. BACKGROUND: A high body-mass index (BMI, the weight in kilograms divided by the square of the height in meters) is associated with increased mortality from cardiovascular disease and certain cancers, but the precise relationship between BMI and all-cause mortality remains uncertain. METHODS: We used Cox regression to estimate hazard ratios and 95% confidence intervals for an association between BMI and all-cause mortality, adjusting for age, study, physical activity, alcohol consumption, education, and marital status in pooled data from 19 prospective studies encompassing 1.46 million white adults, 19 to 84 years of age (median, 58). RESULTS: The median baseline BMI was 26.2. During a median follow-up period of 10 years (range, 5 to 28), 160,087 deaths were identified. Among healthy participants who never smoked, there was a J-shaped relationship between BMI and all-cause mortality. With a BMI of 22.5 to 24.9 as the reference category, hazard ratios among women were 1.47 (95 percent confidence interval [CI], 1.33 to 1.62) for a BMI of 15.0 to 18.4; 1.14 (95% CI, 1.07 to 1.22) for a BMI of 18.5 to 19.9; 1.00 (95% CI, 0.96 to 1.04) for a BMI of 20.0 to 22.4; 1.13 (95% CI, 1.09 to 1.17) for a BMI of 25.0 to 29.9; 1.44 (95% CI, 1.38 to 1.50) for a BMI of 30.0 to 34.9; 1.88 (95% CI, 1.77 to 2.00) for a BMI of 35.0 to 39.9; and 2.51 (95% CI, 2.30 to 2.73) for a BMI of 40.0 to 49.9. In general, the hazard ratios for the men were similar. Hazard ratios for a BMI below 20.0 were attenuated with longer-term follow-up. CONCLUSIONS: In white adults, overweight and obesity (and possibly underweight) are associated with increased all-cause mortality. All-cause mortality is generally lowest with a BMI of 20.0 to 24.9.",nocancer
"Health hazards of ""don't ask, don't tell"". While U.S. courts consider a lawsuit alleging that the military's ""don't ask, don't tell"" policy violates the rights of gay and lesbian service members, the policy continues to jeopardize the health of those service members, the military, and the country at large.",nocancer
"Atlas occipitalization in a supersonic fighter pilot involved in a midair collision: a case report. We report a case of a midair collision between two F16 fighter aircraft, in which one pilot survived and the other was ejected upon impact and his remains recovered from sea. In autopsy, no patholgy was detected, other than the expected evidence of mechanical trauma. No defects in the aircraft or faults in the parachute or ejection mechanism were found. Reconstruction of the shattered skull base and the cervical vertebrae revealed fusion of the atlanto-occipital joint (occipitalization) and a left paracondylar process. The effective diameter of the spinal canal was decreased by the abnormal articulation. Such malformations can cause a wide range of neurologic deficits. Considering the skill and alertness needed to operate a supersonic fighter aircraft, with the pressure applied by the heavy protective head gear and various G forces endured by the spinal column during flight, we postulate that the collision was related to the pilot's sudden incapacitation.",nocancer
"Migrating shrapnel: a rare cause of knee synovitis. Shrapnel injuries in soft tissues often do not require surgical excision. Metals that remain embedded in the surrounding tissue are not thought to cause significant damage and the patients are generally asymptomatic. This case presentation describes a patient who sustained a penetrating shrapnel injury to his thigh, where the metal fragment was not removed. However, more than 20 years later, the patient developed knee synovitis. On X-ray the shrapnel was seen in the suprapatellar pouch. An arthroscopy was preformed and the shrapnel was removed with full healing of the patient. Conclusion: although nonsurgical treatment of shrapnel in soft tissues is the treatment of choice in many cases, late migration is possible, causing distal symptoms and may require surgical excision.",nocancer
"Extraordinary military medical care of a pediatric patient with penetrating pelvic trauma: a case report. Modern military medicine is an ever advancing field, capable of remarkable feats. We present the case of a 16-year-old Iraqi female with a single gunshot wound to the pelvis with extensive rectal injury who survived despite the odds. Using ""damage control"" techniques, this patient survived despite a reported 30% mortality associated with such wounds. During the course of her stay, she was cared for by a multidisciplinary team whose integrated efforts led to survival and complete closure of 2 of 3 wounds prior to discharge. The case demonstrates the success of modern military medical measures applied to a malnourished pediatric civilian in an austere environment. In addition to being noteworthy as an extraordinary case of survival, this case raises questions about the implications of practicing short-term modern medicine on a population that will have to be reintegrated into a primitive medical establishment, possibly before definitive care is complete.",nocancer
"Multisystem organ failure due to Gemella morbillorum native valve endocarditis. Gemella morbillorum is a gram positive cocci, considered normal flora of the upper respiratory tract, gastrointestinal tract, and genitourinary tract in humans. As a pathogen, there are reported cases of infectious endocarditis, bacteremia, sepsis, and abscesses, primarily associated with dental instrumentation, prosthetic heart valves, colon cancer, and endovascular access. We report a case of an 87-year-old Caucasian male with a history of a ruptured chordae of the anterior mitral leaflet, severe mitral regurgitation (MR), and atrial fibrillation who developed multisystem organ failure due to Gemella morbillorum native valve endocarditis without any precipitating factor. He was diagnosed per Duke criteria, treated with intravenous fluids, packed red blood cell transfusion, and broad spectrum antibiotics, with improvement in his clinical course. Our patient survived despite his generalized poor health, where he was eventually discharged to a skilled nursing facility.",nocancer
"The association between obstructive sleep apnea syndrome and microvascular complications in well-controlled diabetic patients. BACKGROUND: Obstructive sleep apnea syndrome (OSAS) may promote hyperglycemia and insulin resistance. OBJECTIVE: We studied the link between sleep apnea and microvascular diabetic complications in veterans with type 2 diabetes mellitus (DM-2). DESIGN: A retrospective electronic chart of all veterans referred for sleep studies over a 1-year period was reviewed. Ninety-eight patients with a glycosylated hemoglobin < 6.5% were included in the study. The degree of glycemia (HbA1c) and presence of macro- and microvascular complications were compared with OSAS variables. METHOD: Statistical analysis examined bivariate associations between OSAS variables and metabolic syndrome parameters. RESULTS: The apnea hypopnea index was significantly related to diabetic microvascular complications, particularly retinopathy. Oxygen desaturation was significantly and inversely related to microalbuminuria, microvascular complications, retinopathy, and HbA1c. CONCLUSIONS: Sleep apnea is associated with microvascular complications even in well-controlled DM-2 veterans. CLINICAL IMPLICATIONS: Screening for OSAS should be considered in patients with DM-2.",nocancer
"Pharmacy experience with facsimile prescriptions. The purpose of this mixed qualitative/quantitative study was to review the impact of a policy to accept facsimile (fax) prescriptions as standard operating procedure. Between February and April 2009 the pharmacy processed 4,792 new prescriptions of which 363 (7.6%) were received through fax. Of the fax prescriptions, 19 (5.2%) concerned clarification of information, which took approximately 30 minutes to resolve. The fax prescription process allowed the pharmacy to adjust the distribution of its workload, provided quicker service for new prescriptions, and allowed more time for medication consultation that resulted in a high level of customer satisfaction. It appeared the policy allowing fax prescriptions was a ""win-win"" situation for both the pharmacy and its customers. Military pharmacies should consider running trials of accepting fax prescriptions to see whether it improves their prescription filling process.",nocancer
"Comparison of in-office dental unit waterline test kits. The authors conducted a study to determine the validity of two commercially available in-office dental unit waterline test kits compared to the gold standard, R2A agar. Samples were collected from the air/water syringes of dental units and cultured on HPC Samplers, Petrifilm AC Plates, and R2A agar plates. HPC Samplers and R2A agar plates were incubated for 7 days and counted manually using magnification. Petrifilm AC Plates were counted after incubation time of 5 and 7 days using an electronic-plate reader. Validity measurements were calculated using a cutoff value < or = 500 colony-forming units per milliliter. The accuracy for the HPC Sampler compared to R2A agar was 71%. The accuracy for the Petrifilm AC Plates at 5 and 7 days was 79% and 87% compared to R2A agar. The Petrifilm AC Plate (7-day incubation) demonstrated higher sensitivity, specificity, predictive values, and accuracy than the HPC Sampler kit.",nocancer
"An evaluation of U.S. Navy Dental Corps classification guidelines. OBJECTIVES: The aims of this research were to evaluate the effectiveness of two different sets of dental classification guidelines to differentiate dental emergency (DE) rates between deployable and nondeployable personnel. METHODS: A retrospective study of the dental records of two cohorts of Marine Corps recruits examined and treated using different classification guidelines was completed. RESULTS: Both classification systems showed significant differences between DE rates of nondeployable and deployable personnel. No statistical difference was observed when comparing the adjusted HRs of the two cohorts. CONCLUSIONS: Results of this study suggest that both guidelines are able to distinguish between deployable and nondeployable personnel and give reasonable assurance that class 1 and 2 patients will not experience a DE for a 6-month period. Incorporating factors such as caries risk, number of missing and filled teeth, and number of third molars may improve the ability of the dental classification systems in predicting DE.",nocancer
"Births to adolescents in the U.S. military healthcare system. PURPOSE: To describe the rate and sociodemographic profile of live births to adolescents having U.S. Department of Defense healthcare coverage because of parental military service. METHODS: All live births identified from the M2 database during 2003-2006 to 10- to 23-year olds in this population were stratified and compared. RESULTS: Birth rates rose in the 18- to 19- and 20- to 23-year-old groups over the 4 years studied (p < 0.05). Daughters of active duty personnel had higher live birth rates than daughters of retirees (7.1 vs. 6.1 age 15-17; p < 0.05). Birth rates differed among dependents of junior enlistees, senior enlistees, and officers (7.1, 9.4, 3.8, respectively; p < 0.0001). CONCLUSIONS: Adolescent dependents in this system have an increasing, though low, live birth rate. Those with active duty sponsors have a significantly higher rate than their age-matched peers with retired sponsors. Further study is warranted to identify factors unique to this population that may influence birth patterns.",nocancer
"Practice patterns of primary care providers and urologists for use of medical expulsion therapy. PURPOSE: Alpha-blockers and calcium channel blockers have shown promise for medical expulsion therapy (MET) of distal ureteral calculi < 1 cm in size. Although MET has been discussed in urology for some time, little has been written about MET in the emergency medicine and primary care literature. We sought to evaluate current practice patterns of MET among urologists, emergency medicine physicians, other primary care providers, and frontline military care providers. METHODS: Web-based, self-developed survey to assess the current practice patterns of providers for the initial management of uncomplicated ureteral calculi, and specifically, their frequency of using MET. Cross-tabulation strategies utilizing compiled survey results were used to assess survey outcomes and determine prevalence values for understanding, familiarity, and therapeutic interventions for nephrolithiasis. RESULTS: Of 293 medical professionals, 114 (39%) were urologists, 55 (48%) of which were fellowship trained in endourology. Fifty-six (19%) were emergency medicine physicians, 22 (8%) were family practitioners, and 19 (7%) were internists and other primary care physicians. Other physician subspecialists and medical paraprofessionals comprised the remaining 34%. Overall 27% of respondents were unfamiliar with MET for expulsion of uncomplicated ureteral stones, including 13% of staff physicians, 21% of emergency medicine doctors, 56% of family practitioners, 40% of internists, and 43% of other primary care providers. The overall prevalence of use of MET was 45%. All urologists were familiar with MET, but 31% rarely, never, or only sometimes used this therapy. Specifically, urologists, emergency physicians, family practitioners, internists, and other providers, usually or always used MET 69%, 55%, 16%, 16%, and 27%, of the time, respectively. In academic institutions, 71.6% use MET usually or almost always compared to 36% in military healthcare settings and 47% in other practice settings. Tamsulosin is the most widely used medication for MET, accounting for 57% of MET use. Factors identified that inhibit more widespread use of MET include, physician unfamiliarity with MET (72%), the belief that MET is not effective (10%), patient unwillingness to undergo MET (5%), and medications not covered by insurance plans (4%). CONCLUSION: While MET has been established as a reasonable adjunct for management of uncomplicated ureteral stones, it may be underutilized due to physician unfamiliarity with this type of treatment and perceived ineffectiveness. This therapy may be of particular benefit to forward deployed forces. Education programs and practice-specific guidelines to target this audience may help to improve the dispersion of MET into the medical community.",nocancer
"Analgesic benefit of niacin for shrapnel wound pain in war veteran. We report a case of an 86-year-old male with a history of dyslipidemia, which had been treated with a medication regimen that included niacin. Upon discontinuation of niacin by his physician, he noticed recurrence of aching pain on the dorsal surface of the foot where he had a scar from a World War II shrapnel injury. With reinitation of niacin, his pain again abated.",nocancer
